decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score
1,1,1,10,0,1,571.7367812407169,571.7367812407169,571.7367812407169
2,2,2,10,0,0,590.9427731905274,571.7367812407169,571.7367812407169
3,3,1,12,0,1,574.3324474774627,574.3324474774627,571.7367812407169
4,4,0,10,0,1,572.3783882067722,572.3783882067722,571.7367812407169
5,5,2,9,0,1,567.0365375262386,567.0365375262386,567.0365375262386
6,6,2,10,0,1,572.3783882067722,572.3783882067722,567.0365375262386
7,7,2,12,0,1,568.8615015037578,568.8615015037578,567.0365375262386
8,8,0,10,0,1,558.4485352379872,558.4485352379872,558.4485352379872
9,9,1,11,0,0,574.4127324692435,558.4485352379872,558.4485352379872
10,10,2,11,0,1,553.2843868041082,553.2843868041082,553.2843868041082
11,11,2,12,0,0,570.5557723834822,553.2843868041082,553.2843868041082
12,12,1,12,0,0,577.2036296492279,553.2843868041082,553.2843868041082
13,13,0,10,0,1,549.063305713925,549.063305713925,549.063305713925
14,14,1,11,0,0,550.7876173859362,549.063305713925,549.063305713925
15,15,1,8,0,1,546.1286993059476,546.1286993059476,546.1286993059476
16,16,1,11,0,1,543.1440913695955,543.1440913695955,543.1440913695955
17,17,2,9,0,1,539.8856387408022,539.8856387408022,539.8856387408022
18,18,2,11,0,0,559.6601821541653,539.8856387408022,539.8856387408022
19,19,0,10,0,1,541.1379722008965,541.1379722008965,539.8856387408022
20,20,1,10,0,0,552.176660538976,541.1379722008965,539.8856387408022
21,21,0,11,0,0,545.9225945411315,541.1379722008965,539.8856387408022
22,22,1,11,0,1,541.3379722008964,541.3379722008964,539.8856387408022
23,23,1,11,0,1,536.3501153849214,536.3501153849214,536.3501153849214
24,24,0,11,0,0,549.4048661879673,536.3501153849214,536.3501153849214
25,25,0,10,0,1,536.0501153849215,536.0501153849215,536.0501153849215
26,26,0,10,0,0,566.8890732214755,536.0501153849215,536.0501153849215
27,27,0,10,0,0,566.8890732214755,536.0501153849215,536.0501153849215
28,28,2,9,0,0,573.6916203761548,536.0501153849215,536.0501153849215
29,29,2,9,0,0,567.0841833541903,536.0501153849215,536.0501153849215
30,30,1,11,0,0,573.2207343278164,536.0501153849215,536.0501153849215
31,31,2,9,0,0,573.6916203761548,536.0501153849215,536.0501153849215
32,32,0,10,0,1,521.8246635532591,521.8246635532591,521.8246635532591
33,33,1,12,0,0,536.0501153849215,521.8246635532591,521.8246635532591
